#      dist        eig   iband        s       pz       px       py    dz2r2      dxz      dyz      dxy    dx2y2      fm0     f+m1     f-m1     f+m2     f-m2     f+m3     f-m3  
    3.01054   -9.15459       4    0.335    4.998    8.387   11.605    0.159    0.120    0.014    0.008    0.134    0.000    0.017    0.001    0.001    0.010    0.000    0.000
    3.01054    7.55713       5    4.699    1.982    6.570    9.779    0.172    0.000    1.891    0.102    0.708    0.003    0.028    0.010    0.002    0.070    0.009    0.025
    3.01054    7.94602       6    0.113    0.569    0.634   16.015    0.959    0.012    1.089    0.867    0.335    0.000    0.014    0.011    0.006    0.052    0.025    0.031
    3.01054    9.86133       7   13.923   10.311    6.489    0.197    0.130    0.000    0.604    0.841    0.512    0.033    0.000    0.084    0.077    0.005    0.026    0.037
    3.02174   -9.01843       4    0.380    4.899    8.516   11.560    0.165    0.127    0.016    0.011    0.127    0.000    0.019    0.001    0.001    0.010    0.001    0.000
    3.02174    7.44402       5    4.770    2.003    6.751    9.554    0.163    0.000    1.891    0.098    0.704    0.004    0.028    0.010    0.002    0.070    0.010    0.024
    3.02174    7.96059       6    0.156    0.542    0.684   15.700    0.929    0.015    1.114    0.826    0.379    0.000    0.014    0.012    0.006    0.052    0.022    0.027
    3.02174    9.84139       7   14.016   10.387    6.233    0.256    0.123    0.000    0.578    0.864    0.493    0.034    0.000    0.087    0.078    0.005    0.023    0.038
    3.03295   -8.90302       4    0.427    4.784    8.668   11.631    0.162    0.132    0.019    0.012    0.133    0.000    0.020    0.002    0.001    0.010    0.001    0.000
    3.03295    7.32553       5    4.859    2.076    6.942    9.265    0.154    0.000    1.898    0.093    0.698    0.004    0.028    0.010    0.001    0.070    0.012    0.023
    3.03295    7.93672       6    0.168    0.573    0.699   15.541    0.939    0.016    1.112    0.818    0.383    0.000    0.013    0.012    0.007    0.051    0.022    0.028
    3.03295    9.81030       7   14.129   10.416    6.030    0.281    0.119    0.000    0.573    0.873    0.500    0.035    0.000    0.087    0.079    0.004    0.022    0.036
    3.04416   -8.78596       4    0.474    4.672    8.821   11.701    0.158    0.138    0.022    0.013    0.138    0.000    0.020    0.002    0.001    0.011    0.001    0.000
    3.04416    7.20812       5    4.934    2.141    7.126    8.997    0.146    0.000    1.905    0.089    0.692    0.004    0.028    0.011    0.001    0.069    0.013    0.022
    3.04416    7.91645       6    0.180    0.608    0.714   15.384    0.949    0.017    1.108    0.810    0.388    0.000    0.011    0.013    0.008    0.050    0.023    0.029
    3.04416    9.77946       7   14.239   10.442    5.833    0.305    0.115    0.000    0.569    0.882    0.506    0.037    0.000    0.086    0.080    0.004    0.020    0.035
    3.05537   -8.66732       4    0.522    4.562    8.976   11.768    0.155    0.143    0.026    0.014    0.143    0.000    0.021    0.002    0.001    0.011    0.001    0.000
    3.05537    7.09198       5    4.997    2.197    7.307    8.746    0.139    0.000    1.910    0.086    0.684    0.003    0.028    0.011    0.001    0.068    0.015    0.021
    3.05537    7.89979       6    0.190    0.648    0.728   15.230    0.958    0.018    1.103    0.803    0.392    0.000    0.010    0.013    0.009    0.049    0.024    0.030
    3.05537    9.74885       7   14.345   10.467    5.643    0.329    0.111    0.000    0.565    0.889    0.513    0.038    0.000    0.086    0.081    0.004    0.019    0.034
    3.06657   -8.54813       4    0.566    4.457    9.139   11.831    0.150    0.150    0.029    0.015    0.145    0.000    0.022    0.002    0.001    0.012    0.002    0.000
    3.06657    6.96941       5    5.052    2.254    7.559    8.481    0.136    0.000    1.909    0.087    0.690    0.003    0.027    0.012    0.000    0.069    0.016    0.022
    3.06657    7.88457       6    0.208    0.682    0.761   15.086    0.961    0.018    1.102    0.799    0.391    0.000    0.008    0.014    0.010    0.047    0.026    0.029
    3.06657    9.71039       7   14.474   10.497    5.505    0.355    0.111    0.001    0.561    0.888    0.501    0.041    0.000    0.084    0.079    0.003    0.016    0.030
    3.07778   -8.42679       4    0.615    4.351    9.298   11.896    0.146    0.156    0.033    0.016    0.150    0.000    0.023    0.002    0.001    0.012    0.002    0.000
    3.07778    6.85583       5    5.094    2.298    7.738    8.258    0.130    0.001    1.914    0.085    0.682    0.002    0.027    0.012    0.000    0.068    0.017    0.022
    3.07778    7.87516       6    0.215    0.733    0.775   14.937    0.970    0.019    1.095    0.795    0.394    0.001    0.007    0.014    0.011    0.046    0.027    0.030
    3.07778    9.68018       7   14.575   10.517    5.328    0.375    0.106    0.001    0.559    0.893    0.508    0.042    0.000    0.084    0.080    0.003    0.014    0.028
    3.08899   -8.30422       4    0.663    4.249    9.459   11.957    0.142    0.162    0.037    0.018    0.154    0.000    0.023    0.002    0.001    0.012    0.002    0.000
    3.08899    6.73865       5    5.140    2.368    7.919    8.004    0.125    0.000    1.937    0.083    0.672    0.003    0.027    0.012    0.000    0.066    0.019    0.020
    3.08899    7.83276       6    0.252    0.788    0.864   14.936    0.953    0.020    1.087    0.832    0.387    0.001    0.006    0.015    0.011    0.045    0.025    0.024
    3.08899    9.64842       7   14.686   10.539    5.176    0.408    0.105    0.001    0.550    0.894    0.507    0.043    0.000    0.083    0.081    0.002    0.014    0.026
    3.10019   -8.18052       4    0.712    4.148    9.620   12.018    0.139    0.168    0.042    0.019    0.159    0.000    0.024    0.002    0.001    0.013    0.002    0.000
    3.10019    6.62825       5    5.167    2.403    8.097    7.802    0.121    0.001    1.941    0.082    0.663    0.003    0.027    0.012    0.000    0.065    0.020    0.020
    3.10019    7.82977       6    0.255    0.855    0.878   14.798    0.963    0.021    1.077    0.832    0.389    0.001    0.005    0.015    0.012    0.043    0.026    0.025
    3.10019    9.61875       7   14.782   10.552    5.013    0.423    0.098    0.002    0.551    0.897    0.514    0.045    0.000    0.083    0.082    0.002    0.012    0.025
    3.11140   -8.05580       4    0.761    4.050    9.783   12.079    0.135    0.174    0.047    0.020    0.163    0.000    0.025    0.002    0.001    0.013    0.003    0.000
    3.11140    6.51964       5    5.187    2.432    8.277    7.608    0.116    0.001    1.945    0.081    0.653    0.002    0.027    0.012    0.000    0.064    0.022    0.019
    3.11140    7.83034       6    0.254    0.932    0.891   14.665    0.973    0.022    1.064    0.833    0.390    0.001    0.004    0.016    0.013    0.042    0.027    0.025
    3.11140    9.58927       7   14.877   10.559    4.858    0.433    0.091    0.002    0.552    0.898    0.522    0.046    0.000    0.082    0.084    0.002    0.011    0.024
    3.12261   -7.93018       4    0.809    3.953    9.947   12.138    0.131    0.180    0.052    0.021    0.167    0.000    0.025    0.003    0.001    0.013    0.003    0.001
    3.12261    6.41289       5    5.202    2.458    8.458    7.422    0.112    0.001    1.948    0.081    0.643    0.002    0.027    0.012    0.000    0.063    0.023    0.018
    3.12261    7.83444       6    0.251    1.020    0.902   14.538    0.982    0.023    1.050    0.836    0.391    0.001    0.003    0.017    0.014    0.041    0.027    0.025
    3.12261    9.55999       7   14.971   10.558    4.711    0.439    0.084    0.002    0.555    0.897    0.530    0.047    0.000    0.081    0.085    0.002    0.009    0.023
    3.13382   -7.80378       4    0.857    3.858   10.111   12.196    0.127    0.186    0.058    0.022    0.170    0.000    0.026    0.003    0.001    0.014    0.003    0.001
    3.13382    6.30806       5    5.211    2.480    8.640    7.243    0.109    0.001    1.951    0.080    0.633    0.002    0.027    0.012    0.000    0.062    0.025    0.017
    3.13382    7.84199       6    0.243    1.122    0.912   14.417    0.992    0.024    1.033    0.842    0.391    0.001    0.002    0.018    0.015    0.040    0.028    0.026
    3.13382    9.53095       7   15.065   10.549    4.574    0.440    0.076    0.003    0.560    0.895    0.539    0.048    0.000    0.080    0.087    0.002    0.008    0.022
    3.14502   -9.95182       3    2.522   12.845    2.179    7.682    0.138    0.000    0.062    0.179    0.013    0.008    0.000    0.010    0.007    0.006    0.000    0.002
    3.14502   -7.67669       4    0.903    3.766   10.277   12.253    0.124    0.192    0.064    0.023    0.174    0.000    0.026    0.003    0.001    0.014    0.004    0.001
    3.14502    6.20518       5    5.215    2.498    8.825    7.070    0.105    0.001    1.953    0.080    0.622    0.002    0.028    0.012    0.000    0.061    0.026    0.016
    3.14502    7.85291       6    0.231    1.239    0.920   14.304    1.002    0.026    1.015    0.850    0.390    0.002    0.002    0.019    0.016    0.039    0.029    0.026
    3.14502    9.50218       7   15.158   10.527    4.446    0.435    0.068    0.003    0.566    0.890    0.548    0.050    0.000    0.079    0.089    0.002    0.007    0.022
    3.15623   -9.86784       3    2.545   12.972    2.156    7.646    0.134    0.000    0.063    0.190    0.012    0.008    0.001    0.010    0.008    0.006    0.000    0.002
    3.15623   -7.54905       4    0.950    3.675   10.444   12.310    0.120    0.198    0.071    0.024    0.177    0.000    0.027    0.003    0.001    0.014    0.004    0.001
    3.15623    6.10431       5    5.213    2.513    9.013    6.902    0.102    0.002    1.955    0.079    0.611    0.001    0.028    0.012    0.000    0.060    0.028    0.015
    3.15623    7.86710       6    0.214    1.374    0.925   14.199    1.012    0.027    0.993    0.861    0.387    0.002    0.001    0.020    0.016    0.038    0.030    0.026
    3.15623    9.47377       7   15.252   10.491    4.328    0.423    0.060    0.003    0.574    0.883    0.559    0.051    0.000    0.078    0.091    0.002    0.006    0.021
    3.16744   -9.77391       3    2.544   13.107    2.117    7.600    0.131    0.001    0.064    0.195    0.013    0.009    0.001    0.011    0.008    0.006    0.000    0.002
    3.16744   -7.41830       4    0.988    3.580   10.598   12.379    0.116    0.199    0.079    0.024    0.180    0.000    0.027    0.003    0.001    0.016    0.004    0.001
    3.16744    6.00898       5    5.195    2.512    9.150    6.764    0.100    0.002    1.957    0.083    0.608    0.001    0.028    0.012    0.000    0.059    0.030    0.012
    3.16744    7.88761       6    0.200    1.505    0.934   14.080    1.021    0.031    0.966    0.871    0.384    0.002    0.001    0.021    0.015    0.035    0.031    0.026
    3.16744    9.44981       7   15.341   10.425    4.219    0.412    0.052    0.005    0.586    0.877    0.569    0.049    0.000    0.076    0.097    0.002    0.005    0.020
    3.17864   -9.67815       3    2.562   13.228    2.116    7.531    0.125    0.001    0.068    0.200    0.013    0.009    0.001    0.012    0.009    0.006    0.001    0.002
    3.17864   -7.26423       4    1.027    3.494   10.728   12.360    0.106    0.202    0.084    0.020    0.187    0.000    0.026    0.002    0.001    0.016    0.008    0.001
    3.17864    5.94905       5    5.184    2.565    9.290    6.500    0.104    0.002    1.942    0.072    0.584    0.000    0.031    0.014    0.000    0.056    0.025    0.013
    3.17864    7.91422       6    0.172    1.689    0.934   13.982    1.041    0.032    0.933    0.907    0.374    0.003    0.000    0.021    0.015    0.033    0.029    0.027
    3.17864    9.42226       7   15.440   10.348    4.127    0.382    0.042    0.005    0.599    0.860    0.582    0.050    0.000    0.075    0.100    0.002    0.004    0.020
    3.18985   -9.58552       3    2.565   13.356    2.104    7.504    0.121    0.002    0.069    0.212    0.012    0.010    0.001    0.012    0.009    0.006    0.001    0.002
    3.18985   -7.13551       4    1.069    3.408   10.896   12.414    0.102    0.209    0.091    0.021    0.189    0.000    0.026    0.003    0.001    0.016    0.008    0.002
    3.18985    5.85407       5    5.170    2.571    9.486    6.348    0.101    0.002    1.943    0.072    0.573    0.000    0.031    0.014    0.000    0.055    0.027    0.012
    3.18985    7.93676       6    0.141    1.904    0.927   13.907    1.050    0.034    0.902    0.929    0.366    0.004    0.000    0.023    0.015    0.032    0.030    0.026
    3.18985    9.39538       7   15.538   10.247    4.045    0.346    0.033    0.006    0.615    0.841    0.597    0.051    0.001    0.073    0.102    0.002    0.003    0.020
    3.20106   -9.49013       3    2.562   13.485    2.095    7.480    0.117    0.003    0.070    0.224    0.012    0.010    0.001    0.013    0.009    0.006    0.001    0.002
    3.20106   -7.00669       4    1.110    3.325   11.064   12.468    0.099    0.216    0.100    0.022    0.191    0.000    0.027    0.003    0.001    0.016    0.009    0.002
    3.20106    5.76120       5    5.151    2.574    9.685    6.199    0.098    0.003    1.944    0.072    0.561    0.000    0.031    0.014    0.001    0.054    0.028    0.011
    3.20106    7.96168       6    0.106    2.158    0.913   13.842    1.057    0.035    0.867    0.956    0.356    0.005    0.000    0.025    0.015    0.031    0.031    0.026
    3.20106    9.36950       7   15.636   10.110    3.978    0.301    0.024    0.006    0.634    0.818    0.613    0.052    0.001    0.071    0.105    0.002    0.002    0.020
